"순번","노선명(도로명)","도로종류","도로기능","도로규모","도로폭"
"17842","무명도로-90293","일반도로","국지도로","소로","6m미만"
"17843","무명도로-90294","일반도로","국지도로","소로3류","폭6-8m"
"17844","무명도로-90296","일반도로","국지도로","소로","6m미만"
"17845","무명도로-90298","일반도로","국지도로","소로","6m미만"
"17846","무명도로-90299","일반도로","국지도로","소로","6m미만"
"17847","무명도로-90300","일반도로","국지도로","소로","6m미만"
"17848","무명도로-90301","일반도로","국지도로","소로","6m미만"
"17849","무명도로-90303","일반도로","국지도로","소로","6m미만"
"17850","무명도로-90304","일반도로","국지도로","소로","6m미만"
"17851","무명도로-90305","일반도로","국지도로","소로","6m미만"
"17852","무명도로-90306","일반도로","국지도로","소로","6m미만"
"17853","무명도로-90309","일반도로","국지도로","소로3류","폭6-8m"
"17854","무명도로-90310","일반도로","국지도로","소로","6m미만"
"17855","무명도로-90311","일반도로","국지도로","소로","6m미만"
"17856","무명도로-90312","일반도로","국지도로","소로","6m미만"
"17857","무명도로-90313","일반도로","국지도로","소로","6m미만"
"17858","무명도로-90314","일반도로","국지도로","소로","6m미만"
"17859","무명도로-90315","일반도로","국지도로","소로","6m미만"
"17860","무명도로-90316","일반도로","국지도로","소로","6m미만"
"17861","무명도로-90317","일반도로","국지도로","소로","6m미만"
"17862","무명도로-90318","일반도로","국지도로","소로","6m미만"
"17863","무명도로-90319","일반도로","국지도로","소로","6m미만"
"17864","무명도로-90321","일반도로","국지도로","소로","6m미만"
"17865","무명도로-90324","일반도로","국지도로","소로","6m미만"
"17866","무명도로-90325","일반도로","국지도로","소로2류","폭8-10m"
"17867","무명도로-90333","일반도로","국지도로","소로","6m미만"
"17868","무명도로-90334","일반도로","국지도로","소로","6m미만"
"17869","무명도로-90335","일반도로","국지도로","소로","6m미만"
"17870","무명도로-90336","일반도로","국지도로","소로","6m미만"
"17871","무명도로-90337","일반도로","국지도로","소로","6m미만"
"17872","무명도로-90338","일반도로","국지도로","소로","6m미만"
"17873","무명도로-90341","일반도로","국지도로","소로","6m미만"
"17874","무명도로-90342","일반도로","국지도로","소로","6m미만"
"17875","무명도로-90344","일반도로","국지도로","중로1류","폭20-25m"
"17876","무명도로-90345","일반도로","국지도로","소로","6m미만"
"17877","무명도로-90346","일반도로","국지도로","소로","6m미만"
"17878","무명도로-90348","일반도로","국지도로","소로","6m미만"
"17879","무명도로-90349","일반도로","국지도로","소로","6m미만"
"17880","무명도로-90352","일반도로","국지도로","소로1류","폭10-12m"
"17881","무명도로-90354","일반도로","국지도로","소로","6m미만"
"17882","무명도로-90359","일반도로","국지도로","소로","6m미만"
"17883","무명도로-90360","일반도로","국지도로","소로","6m미만"
"17884","무명도로-90363","일반도로","국지도로","소로","6m미만"
"17885","무명도로-90365","일반도로","국지도로","소로","6m미만"
"17886","무명도로-90366","일반도로","국지도로","소로","6m미만"
"17887","무명도로-90367","일반도로","국지도로","소로","6m미만"
"17888","무명도로-90368","일반도로","국지도로","소로","6m미만"
"17889","무명도로-90369","일반도로","국지도로","소로","6m미만"
"17890","무명도로-90371","일반도로","국지도로","소로3류","폭6-8m"
"17891","무명도로-90372","일반도로","국지도로","소로","6m미만"
"17892","무명도로-90373","일반도로","국지도로","소로","6m미만"
"17893","무명도로-90374","일반도로","국지도로","소로","6m미만"
"17894","무명도로-90375","일반도로","국지도로","소로","6m미만"
"17895","무명도로-90376","일반도로","국지도로","소로","6m미만"
"17896","무명도로-90377","일반도로","국지도로","소로","6m미만"
"17897","무명도로-90378","일반도로","국지도로","소로","6m미만"
"17898","무명도로-90379","일반도로","국지도로","소로2류","폭8-10m"
"17899","무명도로-90380","일반도로","국지도로","소로3류","폭6-8m"
"17900","무명도로-90381","일반도로","국지도로","소로","6m미만"
"17901","무명도로-90382","일반도로","국지도로","소로","6m미만"
"17902","무명도로-90383","일반도로","국지도로","소로","6m미만"
"17903","무명도로-90384","일반도로","국지도로","소로","6m미만"
"17904","무명도로-90385","일반도로","국지도로","소로","6m미만"
"17905","무명도로-90388","일반도로","국지도로","소로","6m미만"
"17906","무명도로-90389","일반도로","국지도로","소로","6m미만"
"17907","무명도로-90391","일반도로","국지도로","소로","6m미만"
"17908","무명도로-90392","일반도로","국지도로","중로1류","폭20-25m"
"17909","무명도로-90394","일반도로","국지도로","중로2류","폭15-20m"
"17910","무명도로-90395","일반도로","국지도로","소로","6m미만"
"17911","무명도로-904","일반도로","기타","소로","6m미만"
"17912","무명도로-90400","일반도로","국지도로","소로","6m미만"
"17913","무명도로-90402","일반도로","국지도로","소로","6m미만"
"17914","무명도로-90403","일반도로","국지도로","소로","6m미만"
"17915","무명도로-90404","일반도로","국지도로","소로3류","폭6-8m"
"17916","무명도로-90409","일반도로","국지도로","소로","6m미만"
"17917","무명도로-90416","일반도로","국지도로","소로","6m미만"
"17918","무명도로-90417","일반도로","국지도로","소로2류","폭8-10m"
"17919","무명도로-90418","일반도로","국지도로","소로","6m미만"
"17920","무명도로-90420","일반도로","국지도로","소로","6m미만"
"17921","무명도로-90421","일반도로","국지도로","소로","6m미만"
"17922","무명도로-90422","일반도로","국지도로","소로","6m미만"
"17923","무명도로-90423","일반도로","국지도로","소로","6m미만"
"17924","무명도로-90424","일반도로","국지도로","소로","6m미만"
"17925","무명도로-90429","일반도로","국지도로","소로","6m미만"
"17926","무명도로-90432","일반도로","국지도로","소로","6m미만"
"17927","무명도로-90433","일반도로","국지도로","소로","6m미만"
"17928","무명도로-90439","일반도로","국지도로","소로","6m미만"
"17929","무명도로-90440","일반도로","국지도로","소로","6m미만"
"17930","무명도로-90442","일반도로","국지도로","소로","6m미만"
"17931","무명도로-90443","일반도로","국지도로","소로","6m미만"
"17932","무명도로-90444","일반도로","국지도로","소로","6m미만"
"17933","무명도로-90446","일반도로","국지도로","소로3류","폭6-8m"
"17934","무명도로-90448","일반도로","국지도로","소로","6m미만"
"17935","무명도로-90450","일반도로","국지도로","소로","6m미만"
"17936","무명도로-90452","일반도로","국지도로","소로","6m미만"
"17937","무명도로-90454","일반도로","국지도로","소로","6m미만"
"17938","무명도로-90455","일반도로","국지도로","소로","6m미만"
"17939","무명도로-90458","일반도로","국지도로","소로","6m미만"
"17940","무명도로-90461","일반도로","국지도로","소로","6m미만"
"17941","무명도로-90462","일반도로","국지도로","소로3류","폭6-8m"
"17942","무명도로-90463","일반도로","국지도로","소로","6m미만"
"17943","무명도로-90464","일반도로","국지도로","소로","6m미만"
"17944","무명도로-90465","일반도로","국지도로","소로","6m미만"
"17945","무명도로-90466","일반도로","국지도로","소로","6m미만"
"17946","무명도로-90468","일반도로","국지도로","소로","6m미만"
"17947","무명도로-90469","일반도로","국지도로","소로","6m미만"
"17948","무명도로-90471","일반도로","국지도로","중로1류","폭20-25m"
"17949","무명도로-90472","일반도로","국지도로","소로","6m미만"
"17950","무명도로-90474","일반도로","국지도로","소로","6m미만"
"17951","무명도로-90477","일반도로","국지도로","소로2류","폭8-10m"
"17952","무명도로-90482","일반도로","국지도로","소로","6m미만"
"17953","무명도로-90484","일반도로","국지도로","소로","6m미만"
"17954","무명도로-90485","일반도로","국지도로","소로","6m미만"
"17955","무명도로-90486","일반도로","국지도로","소로","6m미만"
"17956","무명도로-90489","일반도로","국지도로","소로","6m미만"
"17957","무명도로-90490","일반도로","국지도로","소로","6m미만"
"17958","무명도로-90491","일반도로","국지도로","소로","6m미만"
"17959","무명도로-90492","일반도로","국지도로","소로","6m미만"
"17960","무명도로-90495","일반도로","국지도로","소로","6m미만"
"17961","무명도로-90498","일반도로","국지도로","소로","6m미만"
"17962","무명도로-90499","일반도로","국지도로","소로","6m미만"
"17963","무명도로-90500","일반도로","국지도로","소로","6m미만"
"17964","무명도로-90501","일반도로","국지도로","소로","6m미만"
"17965","무명도로-90502","일반도로","국지도로","소로","6m미만"
"17966","무명도로-90503","일반도로","국지도로","소로","6m미만"
"17967","무명도로-90506","일반도로","국지도로","소로","6m미만"
"17968","무명도로-90508","일반도로","국지도로","소로","6m미만"
